file,sku,set,slot,sha256,sha256Match,mode,width,height,crop,alphaMin,alphaMax,hasTransparency,mountAssigned,reviewBasis,visualStatus,visualNotes
originals/set01-back-glossy.png,back-glossy,1,backcover,1bd5b173d1211c1e268d5f17b91514ba1d60c3770cd47ad5fefa1f270d1530e5,True,RGBA,1408,768,"[548, 64, 858, 705]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set01-battery-pouch.png,bat-3000,1,battery,289d2c5c9f1280f47f51d5921cdf00bdd68a2d5cb5a63d4c10d0ca4dce592d8a,True,RGBA,1408,768,"[494, 95, 914, 646]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set01-cam-dual.png,cam-dual,1,cameraRear,28335a36cb39630590c3f7b1e48b5794013f3601a3fa299b2e9f776c667d3450,True,RGBA,1408,768,"[574, 79, 833, 690]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set01-cam-front.png,camf-8,1,cameraFront,9771046106ad83a266cc964a01ae8595cbe2603f95bacb9eb3696afd51b8e038,True,RGBA,1408,768,"[615, 200, 792, 568]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set01-disp-lcd.png,disp-lcd,1,display,364e455dadfe106c9ee7c492fc5a0b951cf011bdb1436c0db8040f82930f91d8,True,RGBA,1408,768,"[559, 68, 848, 704]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set01-frame-alu.png,frame-alu,1,frame,57cc0f48e7187671fd1c19be88c2412520a4eb2f85ceaff7d0cedfc28d4e693b,True,RGBA,848,1264,"[175, 122, 673, 1149]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set01-glass-gg5.png,glass-gg5,1,glass,d06810aea3a71fcf74166a86b517d1258924f09a548d26aec6a945a91102f1b7,True,RGBA,1408,768,"[552, 67, 855, 702]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set01-pcb-bare.png,board-std,1,motherboard,429c2b4a12e8a745cbd733dac7cc1092c74e7c4a9a1856d1378d52ddaf786006,True,RGBA,704,1504,"[98, 186, 606, 846]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set01-speaker.png,spk-mono,1,speaker,8d2b14cadedfe82e845aa645f1dc460fa361301804132b5ea8ec5e880989486e,True,RGBA,1408,768,"[581, 76, 827, 526]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set01-usb-flex.png,usb-20,1,usb,3ebe1d0046346e1019685790778a735e7ede7d2c5657f08e3ddfdb8cb65492ab,True,RGBA,1408,768,"[626, 66, 782, 702]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set02-ant-wifi5.png,ant-wifi5,2,antenna,2d3f66d1679f800ed2194db065bc7fd06633410f67ca86ef3b8d5d827867d7fd,True,RGBA,1408,768,"[636, 56, 771, 715]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set02-antenna-flex.png,ant-wifi5,2,antenna,e01354a50709099372cdb4278d90fdd6c11565f55941af2044024f5052f36f51,True,RGBA,1408,768,"[111, 305, 1299, 467]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set02-hap-erm.png,hap-erm,2,haptics,421c586a0cde187211d6b5381be43e6b9515ca46c17c9a9fca546595f5b0a353,True,RGBA,1408,768,"[584, 269, 1211, 494]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set02-mic.png,mic-1,2,mic,4db2506b93824c50b7240e3aa5e421190c9af74cf939e191fe6581328cd8244c,True,RGBA,1408,768,"[564, 243, 844, 525]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set02-ram-4.png,ram-4,2,ram,a82241ef07c31087430646458e55eea779338cbf729036853f74d3f83795e8e6,True,RGBA,1408,768,"[366, 55, 1042, 714]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set02-sim-tray.png,sim-nano,2,sim,eb795b91057610fea938676018e159250f0b3bc0c0432fe3e170f0b0632141b6,True,RGBA,768,1376,"[132, 478, 632, 894]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set02-soc-snap.png,soc-x90,2,soc,eb2003b139e8b83ba636a3c90f56869280a86c2ed6505fd328b4e63a94f3174e,True,RGBA,1024,1024,"[103, 104, 920, 921]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set02-sto-64.png,sto-64,2,storage,31785776e4cd948937c2a10966e66aa091ec859b16b21ff625f6790964ea9926,True,RGBA,1408,768,"[475, 139, 932, 628]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set02-th-gra.png,th-gra,2,thermal,90e6963a6a586ac653ece4255c9abc9fe0f4fde4566b70657f88ce55d10e39be,True,RGBA,1408,768,"[470, 174, 936, 594]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set02-vapor-chamber.png,th-vc,2,thermal,529caa05c08dc44ebb010ee9d5c96e10478b017b2b21093c2a32159a57c1360e,True,RGBA,1408,768,"[404, 115, 1004, 653]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set03-back-matte.png,back-matte,3,backcover,4c74b7fca557029a9b77c22e2fcccd626a48191cda41e592ce0ea8e8ebee7517,True,RGBA,1408,768,"[563, 82, 844, 689]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set03-bat-4500.png,bat-4500,3,battery,fb629d7353fe1893fdeeddc0a5808368dd0b9dffadd9a8981418354455fc5537,True,RGBA,1408,768,"[377, 89, 1031, 642]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set03-board-pro.png,board-pro,3,motherboard,db9f6eff921ebf50d32bf0507eca7945c63672345b668ad14a61ac70d2e204ad,True,RGBA,1408,768,"[60, 58, 1346, 724]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_WITH_ISSUE,Assegnazione RAM/UFS ipotetica tra footprint; raster largo rispetto alle dimensioni nominali. Nessuna validazione PCB.
originals/set03-cam-triple.png,cam-triple,3,cameraRear,ed907e278c8963e06366648916e7af5d8c405c373b8deb4f88087d537c7f4746,True,RGBA,1376,768,"[527, 112, 849, 675]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set03-camf-32.png,camf-32,3,cameraFront,b2eb8f907df50c61ed56056d294e3a4464cc257139278dfbb6e0b64ae27c56a9,True,RGBA,1408,768,"[604, 174, 804, 596]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_WITH_ISSUE,Marcatura risoluzione ambigua S2/52 MP anziché 32 MP chiaramente leggibile; catalogo Sony IMX615 32 MP AF.
originals/set03-disp-oled.png,disp-oled,3,display,48f4ff0094db643fd08054f714835265b2ee00e7a76c14399f0127b9091555c4,True,RGBA,1408,768,"[559, 73, 849, 695]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set03-frame-ti.png,frame-ti,3,frame,3da5c2959645798659fd2272bf9f1a5d7945e4e1e7969015581885519578cf74,True,RGBA,704,1504,"[54, 62, 656, 1425]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set03-glass-dt.png,glass-dt,3,glass,8a799a4226fe0f11f26c7b28e243bd1c81c44e3e44d9ef07f2881d6a85413b62,True,RGBA,1376,768,"[249, 179, 1119, 590]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set03-spk-stereo.png,spk-stereo,3,speaker,989147eeca139838a725b322b77ef03b30e42b2ee750cac9c8d6ba73648ff77c,True,RGBA,1408,768,"[460, 0, 949, 607]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set03-usb-32.png,usb-32,3,usb,ea5c74727489d819e5b3d9ce15023ef951e4b879531e508ced5bb0168c3c2860,True,RGBA,1408,768,"[588, 42, 820, 726]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set04-ant-wifi7.png,ant-wifi7,4,antenna,75456d47ca794b1d185535626838b7a029958af1267d9580e8ae54cbb410689d,True,RGBA,1408,768,"[116, 301, 1292, 468]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set04-hap-x.png,hap-x,4,haptics,dea3b587ef7f9274184fb62e9e15497278cef8636c881867f7b53663f27d3032,True,RGBA,1408,768,"[325, 260, 1049, 507]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set04-mic-3.png,mic-3,4,mic,cf2e1ecceb134d337780d69c9d71188885749909e938d62860648ffbf1f36d6b,True,RGBA,1408,768,"[455, 238, 954, 595]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set04-ram-12.png,ram-12,4,ram,708f203e11e3ca57ade9cb0c99351e30f50c8052be4e6addb9c9ef18be771a74,True,RGBA,1408,768,"[435, 131, 974, 638]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set04-ram-6.png,ram-6,4,ram,5f0fbc0b3c54029282c724c2cbaa4d8db1b81e86b6f5502bf1dfddb17c3a2773,True,RGBA,1408,768,"[437, 154, 970, 615]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set04-sim-esim.png,sim-esim,4,sim,bac72c219e8afda3f6c58a96ec343f96cd7961481083cb8d2d9b749a59e890a2,True,RGBA,1408,768,"[387, 219, 999, 545]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set04-soc-7g2.png,soc-7g2,4,soc,33bef3bdfe0b3ebb7ea1ed542e250e4e7751ab46e651bb66ab8345cd1e2d07d1,True,RGBA,1408,768,"[365, 60, 1043, 708]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set04-soc-8e.png,soc-8e,4,soc,0b769a7567a8374b6ea69bcefca2160072c7129f35aec4b59fa5300f5336ec5f,True,RGBA,1408,768,"[418, 101, 991, 676]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set04-sto-128.png,sto-128,4,storage,4aa6453f5ede0ffdc3e418194d4b8bef65219b821aeee1eb8a1b352a0340fd89,True,RGBA,1408,768,"[466, 172, 941, 596]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set04-th-vc.png,th-vc,4,thermal,cb59473fb1d568dc61f53cc2a63330c6e91352ab103884d983f3b85c4d8fa894,True,RGBA,1408,768,"[450, 162, 958, 606]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set05-back-cer.png,back-cer,5,backcover,e09d984d93c77febef505310d0cb85800cf6d2fdb1e8a1498a09464f5f0eefb4,True,RGBA,704,1504,"[36, 42, 669, 1462]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set05-bat-5000.png,bat-5000,5,battery,c1623390690103f17a27fad83f0cbc6bb9fb9755f8e842a1405ee5a56ff0c9db,True,RGBA,1408,768,"[122, 77, 1285, 649]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set05-board-lite.png,board-lite,5,motherboard,4de0b0de5004960eab33b3401293ce7c8c9944f02b623dc5f5a893c86cd7e95f,True,RGBA,1408,768,"[71, 62, 1336, 708]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_WITH_ISSUE,Footprint SoC evidente; RAM/UFS non individuati esplicitamente: vietato dedurne sedi certe.
originals/set05-cam-quad.png,cam-quad,5,cameraRear,3b788a9049d2215f17792527c04ae823a42c6b074b2549432fc213bfa0554a86,True,RGBA,1408,768,"[501, 112, 908, 686]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set05-camf-50b.png,camf-50b,5,cameraFront,4ad51587adea88d331e6864014d870523bbe21caa18428c608f64cbe32250e44,True,RGBA,1408,768,"[498, 213, 1096, 554]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set05-disp-am.png,disp-am,5,display,1ae51f8676ec910a30d2bd60f7baa75ba82df159056e12c0496dfec0046d21f8,True,RGBA,768,1376,"[104, 93, 663, 1284]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set05-frame-poly.png,frame-poly,5,frame,5c3b86bd0c6c4c16e5ec67f9b91e7e17fca83914e7bd178610e0c555b479a24e,True,RGBA,1408,768,"[550, 59, 858, 711]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set05-glass-victus3.png,glass-victus3,5,glass,5b7542402b01921f49eb30ce9defe3490de3426c2afb2804d9c676f73a090a6c,True,RGBA,1408,768,"[211, 131, 1197, 638]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set05-spk-dolby.png,spk-dolby,5,speaker,134118ab432711863f036878da398378326f115436710dcaa96e0f7a4604cdf4,True,RGBA,1408,768,"[360, 80, 1043, 525]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set05-usb-40.png,usb-40,5,usb,892f0eeb25258ecb82eafdadcca4ad88c9c96559a7c1471b62e36c88463c7962,True,RGBA,1408,768,"[596, 39, 814, 729]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set06-ant-wifi6e.png,ant-wifi6e,6,antenna,6bdb84cb9e749a9e6ade45136fe86d07390048b9bd502bb88e33d56854456697,True,RGBA,1408,768,"[110, 298, 1295, 471]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set06-hap-xl.png,hap-xl,6,haptics,cd9a416467737b89045c0c68f8f4af31008777a6839db25eeab705e97c5f3185,True,RGBA,1408,768,"[441, 117, 971, 651]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
originals/set06-mic-4.png,mic-4,6,mic,9066fc3f9a9b3b947187a56fdd57fc215039b9b40509a30f8733d1a9ecb75d25,True,RGBA,1408,768,"[394, 333, 1076, 440]",0,255,True,True,"Downloaded-source contact sheet, registered crop; selected full-resolution details",REVIEWED_NO_ADDITIONAL_OBVIOUS_ISSUE_AT_SHEET_SCALE,"Revisione visiva della tavola del SET; non certifica microtesto, misure, compatibilità o fabbricazione."
